
Setup: imagesize =128 cellsize = 32 type = SVM nu = 0.015000

Computation time in seconds: 	1202


==========================================
RESULTS
	as 0	as 1	as 2	as 3	as 4	as 5	as 6	as 7	as 8	as 9	as 10	as 11	as 12	as 13	as 14	as 15	as 16	as 17	as 18	as 19	as 20	as 21	as 22	as 23	as 24	as 25	as 26	as 27	as 28	as 29	as 30	as 31	as 32	as 33	as 34	as 35	as 36	as 37	as 38	as 39	as 40	as 41	as 42	as 43	as 44	as 45	as 46	as 47	as 48	as 49	as 50	as 51	as 52	as 53	as 54	as 55	as 56	as 57	as 58	as 59	as 60	as 61	as 62	as 63	as 64	as 65	as 66	as 67	as 68	as 69	as 70	as 71	as 72	as 73	as 74	as 75	as 76	as 77	as 78	as 79	as 80	as 81	as 82	as 83	as 84	as 85	as 86	as 87	as 88	as 89	as 90	as 91	as 92	as 93	as 94	as 95	as 96	as 97	as 98	as 99	as 100	as 101	error
class 48	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0.025641	0.025641	0	0	0	0	0	0	0	0.025641	0	0.025641	0	0	0	0	0	0	0	0.307692	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692308
class 49	0	0	0	0	0	0	0	0.0192308	0	0.0384615	0	0	0	0	0.0192308	0	0	0	0.0384615	0.0192308	0	0.0192308	0	0	0.0192308	0	0	0	0	0	0	0	0.0192308	0	0	0	0	0	0	0	0	0	0	0.0384615	0	0	0	0	0	0.153846	0	0	0	0.0192308	0	0	0	0	0	0	0	0.0192308	0	0	0	0	0	0.0384615	0	0	0	0	0.0192308	0	0	0	0	0	0	0	0	0	0.0192308	0.0192308	0	0	0	0	0	0	0.0384615	0	0	0	0	0	0	0	0	0	0	0	0.846154
class 50	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0.0769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0.692308
class 51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512821	0	0	0	0	0	0	0	0.025641	0	0	0.025641	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0.692308
class 52	0	0	0	0	0	0	0	0	0.0416667	0	0.0208333	0	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333	0	0	0	0	0	0	0.0208333	0	0.0625	0	0	0	0.0625	0	0	0	0	0	0.0208333	0	0	0	0.166667	0	0	0	0	0	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333	0	0	0	0	0	0	0	0	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333	0	0	0	0	0	0.833333
class 53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0.628571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.371429
class 54	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0.025	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0.675
class 55	0.0232558	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0.0232558	0	0	0	0	0.162791	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0.0465116	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0.0232558	0	0	0	0	0	0.837209
class 56	0.0392157	0.0196078	0	0	0	0	0	0	0	0	0	0	0.0196078	0	0	0	0.0196078	0	0	0	0	0	0.0196078	0	0	0	0	0	0	0	0	0	0.0196078	0	0	0	0	0	0	0	0	0.0196078	0	0	0	0	0	0	0	0.0196078	0	0	0	0	0	0	0.27451	0.0196078	0	0.0196078	0	0	0	0.0196078	0	0.0196078	0	0	0.0196078	0	0	0	0	0	0	0	0	0	0	0	0.0980392	0	0	0.0196078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72549
class 57	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0.0232558	0	0	0	0	0	0	0.0232558	0.209302	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0.0465116	0	0.0232558	0	0	0	0	0.0232558	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.790698
class 58	0.0204082	0	0	0.0204082	0	0	0	0	0	0	0.0408163	0	0.0204082	0	0	0	0.0204082	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0.0204082	0.0408163	0	0	0	0	0	0	0	0	0.0204082	0	0.0204082	0	0	0	0	0	0	0	0.0204082	0	0	0.0204082	0	0	0	0	0	0.22449	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0.77551
class 59	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0.02	0	0	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0.06	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92
class 60	0	0	0	0	0.027027	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0.243243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0.756757
class 61	0.0508475	0	0	0.0169492	0	0	0	0	0	0	0	0	0	0	0.0338983	0	0	0	0	0	0	0	0	0	0	0	0.0169492	0.0169492	0	0.0338983	0.0338983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169492	0	0	0	0	0	0.0169492	0.0169492	0	0	0	0	0	0.169492	0	0.0169492	0	0	0	0.0169492	0	0	0	0	0	0.0338983	0	0	0	0	0	0	0	0	0.0508475	0	0	0	0	0	0	0	0.0169492	0	0	0	0	0	0.0677966	0	0.0169492	0	0	0	0.830508
class 62	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0.0227273	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363636	0	0	0	0	0	0	0	0	0	0	0.0454545	0.0227273	0	0	0	0.0227273	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0.636364
class 63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0.0238095	0	0	0	0	0	0	0	0.047619	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0.0238095	0	0	0	0	0.0238095	0	0	0	0	0	0	0.261905	0	0	0	0	0	0	0	0	0	0	0.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0.738095
class 64	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487805	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0.0243902	0	0	0.292683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0.0731707	0	0	0	0	0	0	0	0	0	0	0	0	0.707317
class 65	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0.0833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555556
class 66	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0.0714286	0	0	0	0	0	0	0.047619	0.0238095	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667
class 67	0.0217391	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0	0.0217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0.0217391	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0	0	0.195652	0	0	0	0	0	0.0869565	0	0	0	0	0	0	0	0	0.0217391	0.0217391	0	0	0	0	0	0	0.0217391	0	0	0	0	0	0	0	0.0217391	0	0	0	0.804348
class 68	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0.0277778	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667
class 69	0.0232558	0	0	0.0232558	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0697674	0.0232558	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255814	0	0	0	0.0465116	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.744186
class 70	0	0	0	0	0	0	0	0.0263158	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0.447368	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0.552632
class 71	0.0384615	0	0	0	0	0	0	0	0	0	0	0	0	0.0192308	0	0	0	0	0	0.0576923	0	0.0384615	0	0	0	0	0.0192308	0.0384615	0	0.0192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192308	0	0	0	0	0	0	0.0192308	0	0	0	0	0	0	0	0.0384615	0	0	0	0.192308	0	0.0576923	0	0	0	0	0	0	0	0	0.0192308	0	0.0192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807692
class 72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444	0	0	0	0	0	0	0.0222222	0	0	0	0.0222222	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0.0222222	0	0	0	0	0.0444444	0.0222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0.2	0.0222222	0	0	0	0	0	0	0	0	0.0444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0.8
class 73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235294	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764706
class 74	0.0232558	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0.0697674	0	0	0	0	0	0	0	0.0465116	0	0	0	0	0	0	0.0465116	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.790698
class 75	0	0	0	0.0222222	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0.0222222	0	0.0222222	0	0	0	0	0.0222222	0	0.0222222	0	0	0	0.0222222	0	0	0.0222222	0	0	0	0	0	0	0	0	0	0.0222222	0.0222222	0	0	0	0.0222222	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0.355556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0.644444
class 76	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0.0681818	0	0	0	0	0	0	0	0	0	0.0227273	0.0227273	0.0227273	0	0	0	0.0454545	0.0227273	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0.613636
class 77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0.0512821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358974	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641026
class 78	0	0	0	0.0377358	0	0	0	0	0	0	0.0188679	0	0	0	0	0	0	0	0.0188679	0	0	0.0188679	0	0	0	0	0	0	0	0.0377358	0	0.0188679	0.0188679	0	0	0	0.0188679	0	0	0	0	0	0	0	0	0	0	0	0.0188679	0	0	0.0188679	0	0	0	0.0188679	0	0	0	0	0.0377358	0	0	0.0188679	0	0	0	0	0	0	0	0	0	0.0188679	0.0188679	0	0	0	0.207547	0.0188679	0	0	0.0188679	0	0	0	0	0.0188679	0	0	0	0	0	0	0	0	0.0188679	0	0	0	0	0	0.792453
class 79	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0.0512821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667
class 80	0.0714286	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238095	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761905
class 81	0.037037	0	0	0.0185185	0	0	0	0	0	0	0	0	0.0185185	0	0.0185185	0.0185185	0.0185185	0	0	0.0555556	0	0	0.0185185	0	0.0185185	0	0	0	0	0.0185185	0	0.037037	0	0	0	0	0	0	0	0	0.0185185	0.0185185	0	0	0	0	0	0	0	0.0185185	0	0	0	0.0185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185	0	0	0	0.0185185	0	0	0	0	0	0	0	0.0185185	0.185185	0	0	0	0	0.0185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814815
class 82	0.0285714	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0.142857	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0.857143
class 83	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0.0408163	0	0.0204082	0	0	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0.0816327	0	0	0	0	0	0	0	0	0	0.142857	0	0	0	0.0408163	0	0	0	0.0204082	0	0	0	0	0	0	0.0204082	0	0	0	0.857143
class 84	0.0714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714286	0	0	0	0	0	0.0238095	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0.047619	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667
class 85	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0.047619	0.0238095	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619	0	0.0238095	0	0	0	0	0	0	0	0	0	0.238095	0	0	0	0.0238095	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0.761905
class 86	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0.025641	0.025641	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512821	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538462
class 87	0.0217391	0	0	0.0434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434783	0	0	0	0.0217391	0.0217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0.0217391	0	0	0	0	0.0434783	0	0	0	0	0	0	0	0	0.0434783	0	0	0	0	0.23913	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0.76087
class 88	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0.0232558	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0.0232558	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0465116	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0.232558	0	0	0	0	0	0	0	0	0	0.0465116	0	0	0	0.767442
class 89	0.116279	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0.395349	0.0465116	0	0	0	0	0	0	0	0	0	0	0	0.604651
class 90	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352941	0	0	0	0	0	0	0	0.0294118	0	0	0	0.647059
class 91	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0.0227273	0	0	0	0	0	0.0681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0.0454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0.25	0	0	0	0	0.0227273	0	0	0	0	0	0.75
class 92	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.04	0	0	0	0.02	0.22	0	0	0	0	0	0.02	0	0	0	0.78
class 93	0	0	0	0.0454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0.0227273	0	0.0454545	0.0681818	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204545	0	0	0	0	0	0	0	0	0.795455
class 94	0.0714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619	0	0	0	0	0.238095	0.047619	0	0	0	0	0	0	0.761905
class 95	0.0416667	0.0208333	0.0208333	0	0	0	0	0	0	0	0.0208333	0	0	0	0.0208333	0	0	0	0	0.0208333	0	0	0	0	0.0208333	0	0	0.0208333	0.0208333	0.0208333	0	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333	0	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333	0	0	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333	0	0	0	0	0.145833	0	0	0	0	0	0	0.854167
class 96	0.0444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0	0	0	0	0.0444444	0.0222222	0	0.0222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0.0222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0.0222222	0	0	0.0222222	0	0	0	0	0.288889	0	0.0222222	0	0	0	0.711111
class 97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424242	0	0	0	0	0.575758
class 98	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0.027027	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324324	0	0	0	0.675676
class 99	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0.0243902	0	0.0243902	0.0731707	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536585	0	0	0.463415
class 100	0.0487805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0.0731707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365854	0	0.634146
