
Setup: imagesize =256 cellsize =  LBP 32 type = SVM nu = 0.006811

Computation time in seconds: 	4246


==========================================
RESULTS
	as 0	as 1	as 2	as 3	as 4	as 5	as 6	as 7	as 8	as 9	as 10	as 11	as 12	as 13	as 14	as 15	as 16	as 17	as 18	as 19	as 20	as 21	as 22	as 23	as 24	as 25	as 26	as 27	as 28	as 29	as 30	as 31	as 32	as 33	as 34	as 35	as 36	as 37	as 38	as 39	as 40	as 41	as 42	as 43	as 44	as 45	as 46	as 47	as 48	as 49	as 50	as 51	as 52	as 53	as 54	as 55	as 56	as 57	as 58	as 59	as 60	as 61	as 62	as 63	as 64	as 65	as 66	as 67	as 68	as 69	as 70	as 71	as 72	as 73	as 74	as 75	as 76	as 77	as 78	as 79	as 80	as 81	as 82	as 83	as 84	as 85	as 86	as 87	as 88	as 89	as 90	as 91	as 92	as 93	as 94	as 95	as 96	as 97	as 98	as 99	as 100	as 101	error
class 47	0	0	0	0	0	0	0	0	0	0	0	0	0.0169492	0	0.0847458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338983	0.0169492	0.0169492	0	0	0	0.0338983	0	0	0	0	0	0	0	0	0	0	0	0.0169492	0	0.0508475	0	0	0.0169492	0	0	0	0	0	0	0	0.0169492	0	0	0	0	0	0	0	0.0169492	0	0.0169492	0	0	0	0	0.0169492	0.0169492	0.0508475	0	0	0	0	0.0847458	0	0.966102
class 48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0.944444
class 49	0	0	0	0	0	0	0.0175439	0	0	0	0	0	0	0	0.105263	0	0	0	0	0	0	0	0	0.0175439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140351	0	0	0	0.105263	0	0	0	0	0	0	0	0	0	0	0	0.0175439	0	0.0350877	0	0	0	0	0	0	0	0	0	0	0.0175439	0	0	0	0	0	0	0	0.0175439	0	0	0	0	0	0	0	0.0175439	0.0175439	0	0	0	0	0.0877193	0	0.859649
class 50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0.166667	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333
class 51	0	0	0	0	0	0.0454545	0	0	0	0	0	0	0.0227273	0	0.0227273	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0.0227273	0	0.0227273	0	0	0	0	0.0227273	0.0227273	0.772727
class 52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71875
class 53	0	0	0	0	0	0.015873	0	0	0	0	0	0	0	0	0.0952381	0	0	0	0	0	0	0	0.015873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619	0	0	0	0.190476	0	0	0	0	0	0	0	0	0	0	0	0.015873	0.015873	0.031746	0	0	0.015873	0	0	0	0	0	0	0	0.015873	0	0	0	0	0.015873	0	0.031746	0.031746	0	0	0	0	0	0	0	0.031746	0.015873	0	0	0	0	0.111111	0	0.809524
class 54	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727273
class 55	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0.216216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783784
class 56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0.027027	0	0.0810811	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918919
class 57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0.666667
class 58	0	0	0	0	0	0	0	0	0	0	0	0	0.0612245	0	0.0612245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0612245	0	0	0	0.0408163	0	0	0	0	0.183673	0	0	0	0	0	0	0.0204082	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0.0408163	0	0.816326
class 59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0.0294118	0	0	0	0	0	0.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705882
class 60	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0.0408163	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0.204082	0	0	0	0	0.0204082	0.0612245	0.0408163	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0.0204082	0	0	0	0	0.0204082	0	0	0	0	0	0	0.0408163	0	0.795918
class 61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0.289474	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0.0263158	0	0.710526
class 62	0	0	0	0	0.0185185	0.0185185	0	0	0	0	0	0	0.0185185	0	0.0185185	0	0	0	0	0	0	0	0.0185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037	0	0	0	0	0.0185185	0	0	0	0.166667	0	0.0185185	0	0.0185185	0.037037	0	0	0.037037	0	0	0	0	0	0	0	0.0185185	0	0	0	0	0	0	0.0185185	0.037037	0	0.0185185	0	0	0	0	0.0185185	0.0185185	0	0	0	0	0	0.0185185	0	0.833333
class 63	0	0	0	0	0	0.0196078	0	0	0	0	0	0	0.0196078	0	0.0392157	0	0	0	0	0	0	0	0.0196078	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196078	0	0	0	0	0	0	0	0.0196078	0	0	0	0	0.0196078	0	0	0	0.0196078	0	0	0	0	0	0	0.0196078	0	0	0.196078	0	0.0196078	0.0196078	0.0196078	0	0	0.0196078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196078	0	0.0196078	0	0	0	0.0196078	0.0196078	0	0.0196078	0	0	0	0	0.0196078	0	0.803922
class 64	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0.0227273	0	0.0454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0.0227273	0	0.0454545	0.0227273	0.0227273	0.0227273	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0.0227273	0	0.954545
class 65	0	0	0	0	0	0.0447761	0	0	0	0	0	0	0.0149254	0	0.0597015	0	0	0	0	0	0	0	0.0447761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0447761	0	0	0	0.0746269	0	0	0.0149254	0	0	0	0	0	0	0	0	0.104478	0.0149254	0.0298507	0	0	0.0298507	0	0	0	0	0	0	0	0.0149254	0	0	0	0	0	0	0.0149254	0.0149254	0	0	0	0	0	0	0.0149254	0.0149254	0.0298507	0	0	0	0.0149254	0.0447761	0	0.895522
class 66	0	0	0	0	0	0.111111	0	0	0	0	0	0	0.0432099	0	0.0987654	0	0	0	0	0	0	0	0.0740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185	0	0	0	0	0	0.0493827	0	0	0	0	0	0	0	0	0	0	0	0.037037	0.0802469	0.0679012	0	0	0.0740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0308642	0.0740741	0	0	0	0	0	0	0.0925926	0	0.0185185	0	0	0	0	0.0185185	0	0.919753
class 67	0	0	0	0	0	0.0405405	0	0	0	0	0	0	0.0135135	0	0.0675676	0	0	0	0	0	0	0	0.0405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135135	0	0.0405405	0	0	0	0.0540541	0	0	0	0	0	0	0	0	0.027027	0.0135135	0	0.027027	0.027027	0.0945946	0	0	0.0135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0.027027	0.0405405	0	0	0	0	0	0	0.0540541	0	0.0135135	0	0	0	0	0.0405405	0	0.905405
class 68	0	0	0	0	0	0.0322581	0	0	0	0	0	0	0.016129	0	0.0806452	0	0	0	0	0	0	0	0.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016129	0	0	0	0	0.016129	0	0	0.0322581	0	0	0	0.0322581	0	0	0	0	0.016129	0	0	0	0	0	0	0.0322581	0.016129	0.016129	0.112903	0	0.0322581	0	0	0	0.016129	0	0	0	0.0322581	0	0	0	0	0	0	0.016129	0.0322581	0	0	0	0	0	0	0.0322581	0	0.016129	0	0	0	0	0	0	0.887097
class 69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0.342105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0.0263158	0	0	0.0263158	0	0.657895
class 70	0	0	0	0	0	0.11194	0	0	0	0	0	0	0.0373134	0	0.0970149	0	0	0	0	0	0	0	0.0820896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223881	0	0	0	0	0	0.0671642	0	0	0	0	0	0	0	0	0	0	0	0.0223881	0.0671642	0.0597015	0	0	0.11194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0373134	0.0671642	0	0	0	0	0	0	0.0820896	0	0.00746269	0	0	0	0	0.00746269	0	0.88806
class 71	0	0	0	0	0	0.0754717	0	0	0	0	0	0	0	0	0.0377358	0	0	0	0	0	0	0	0.0566038	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0754717	0	0	0	0	0.0188679	0.0188679	0	0	0	0	0	0	0	0	0	0	0.0377358	0.188679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377358	0.0188679	0	0	0	0	0	0	0	0.0188679	0	0	0	0	0	0	0.811321
class 72	0	0	0	0	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0.025	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.025	0	0	0	0	0.025	0	0.6
class 73	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0.0487805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487805	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0.243902	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0.756098
class 74	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0.410256	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0.025641	0	0	0	0	0	0	0	0	0	0.025641	0	0.589744
class 75	0.0285714	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0.342857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657143
class 76	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.06	0	0	0	0.06	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0.02	0.04	0	0	0	0	0.06	0	0.88
class 77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0.025641	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0.128205	0	0	0	0	0	0	0	0.025641	0.025641	0	0	0.025641	0	0	0	0	0	0.025641	0	0	0	0	0	0	0.871795
class 78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444	0	0	0	0.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177778	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0	0.0444444	0	0	0	0	0.0444444	0	0.822222
class 79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526316	0	0	0	0.0263158	0	0.0263158	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0.605263
class 80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0.722222
class 81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0.0217391	0	0	0.0434783	0	0	0	0.0217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23913	0	0	0	0	0.0217391	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0.0652174	0	0.76087
class 82	0	0	0	0.02	0	0.02	0	0.02	0	0	0	0	0.06	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0.06	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	1
class 83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705882
class 84	0	0	0	0	0	0	0.0212766	0	0	0	0	0	0.0212766	0	0.0638298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212766	0	0	0	0	0	0	0	0	0.0212766	0	0	0	0	0	0	0	0	0.0851064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234043	0	0	0	0.0212766	0	0	0	0	0	0	0.0212766	0	0	0	0	0.0638298	0	0.765957
class 85	0	0	0	0	0.0178571	0.0178571	0	0	0	0	0	0	0.0178571	0	0.0357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178571	0	0	0	0	0.0178571	0	0	0	0.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535714	0	0	0.0357143	0	0	0	0	0	0	0.0178571	0	0	0	0	0	0	0	0	0.0357143	0	0	0	0	0	0	0.0178571	0	0.0178571	0	0	0	0	0.0357143	0	1
class 86	0	0	0	0	0	0.0779221	0	0	0	0	0	0	0.025974	0	0.0519481	0	0	0.012987	0	0	0	0	0.0519481	0	0.012987	0	0	0	0.012987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025974	0	0.025974	0	0	0	0.025974	0	0	0	0	0	0	0	0	0	0	0	0.025974	0.0519481	0.038961	0	0	0.038961	0	0	0	0	0	0	0	0.012987	0	0	0	0	0	0	0.012987	0.038961	0	0	0	0	0	0	0.0519481	0	0.012987	0	0	0	0	0.025974	0	0.961039
class 87	0	0	0	0	0	0.0222222	0	0	0	0	0	0	0.0222222	0	0.0444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0.0222222	0	0.0444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444	0.0666667	0	0	0	0.0222222	0	0	0	0.0222222	0	0	0	0	0.0222222	0	0.933333
class 88	0	0	0	0	0.0178571	0	0	0	0	0	0	0	0	0	0.107143	0	0	0	0	0	0.0178571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178571	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535714	0	0	0	0.0535714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357143	0	0	0	0	0	0	0	0.0178571	0	0.160714	0	0	0	0	0	0.0178571	0.0357143	0	0	0	0	0.0714286	0	0.839286
class 89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102564	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0.179487	0	0	0	0	0	0	0	0	0	0	0.025641	0	0.820513
class 90	0	0	0	0	0	0.0377358	0	0	0	0	0	0	0	0	0.0566038	0	0	0	0	0	0	0	0.0377358	0	0	0	0	0	0	0.0188679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0566038	0	0	0	0.0754717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377358	0	0	0	0.207547	0	0	0	0	0	0	0	0	0	0.0566038	0	0.792453
class 91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0.25641	0	0	0.025641	0.025641	0	0	0	0	0.0512821	0	0.74359
class 92	0	0	0	0	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.025	0	0	0	0.1	0	0	0.05	0	0	0	0	0	0	0.9
class 93	0	0	0	0	0	0.113924	0	0	0.00632911	0	0	0	0.0379747	0	0.0949367	0	0	0	0	0	0	0	0.0822785	0	0	0	0	0	0	0	0	0	0	0	0	0.00632911	0	0	0	0	0	0	0	0	0	0	0	0.0126582	0	0	0	0	0	0.0696203	0	0	0	0	0	0	0	0	0	0	0	0.0316456	0.0632911	0.0696203	0	0	0.0886076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253165	0.0759494	0	0	0	0	0	0	0.0822785	0	0.0126582	0	0	0	0	0.0126582	0	0.917722
class 94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107692	0	0	0	0	0	0	0	0	0	0	0.0153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769231	0	0	0	0.0769231	0	0	0	0	0	0	0	0	0	0	0	0.0153846	0	0.0307692	0	0	0.0153846	0	0	0	0	0	0	0	0.0461538	0	0	0	0	0	0	0	0.0153846	0	0.0153846	0	0	0	0	0	0.0153846	0.0307692	0	0	0	0	0.0769231	0	0.984615
class 95	0	0	0	0	0	0	0	0	0	0	0	0	0.0181818	0	0.0727273	0	0	0	0	0	0.0181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181818	0	0	0	0	0.0181818	0	0	0	0.0181818	0	0	0	0	0	0	0	0	0	0	0	0.0181818	0	0.0727273	0.0181818	0	0.0181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363636	0	0	0	0	0	0	0.0181818	0	0.0727273	0	0	0	0	0.0909091	0	0.927273
class 96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0.4375	0	0	0	0	0	0.5625
class 97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.05	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0.025	0	0.3	0	0.025	0	0	0.7
class 98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0.6
class 99	0	0	0	0	0	0.0454545	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0.0227273	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0.0227273	0	0	0	0	0.0227273	0	0	0	0	0.227273	0.0227273	0	0.772727
