
Setup: imagesize =64 cellsize = 64 type = SVM nu = 0.004229

Computation time in seconds: 	144


==========================================
RESULTS
	as 0	as 1	as 2	as 3	as 4	as 5	as 6	as 7	as 8	as 9	as 10	as 11	as 12	as 13	as 14	as 15	as 16	as 17	as 18	as 19	as 20	as 21	as 22	as 23	as 24	as 25	as 26	as 27	as 28	as 29	as 30	as 31	as 32	as 33	as 34	as 35	as 36	as 37	as 38	as 39	as 40	as 41	as 42	as 43	as 44	as 45	as 46	as 47	as 48	as 49	as 50	as 51	as 52	as 53	as 54	as 55	as 56	as 57	as 58	as 59	as 60	as 61	as 62	as 63	as 64	as 65	as 66	as 67	as 68	as 69	as 70	as 71	as 72	as 73	as 74	as 75	as 76	as 77	as 78	as 79	as 80	as 81	as 82	as 83	as 84	as 85	as 86	as 87	as 88	as 89	as 90	as 91	as 92	as 93	as 94	as 95	as 96	as 97	as 98	as 99	as 100	as 101	error
class 10	0	0	0	0	0	0	0	0	0.0285714	0	0.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742857
class 11	0	0	0	0	0	0	0	0	0	0	0	0.484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515152
class 12	0	0	0	0	0	0	0	0	0	0	0	0	0.393939	0	0	0	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606061
class 13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0731707	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0.0487805	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0	0.0243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243902	0	0	0.926829
class 14	0	0	0	0	0	0	0	0	0	0	0.0571429	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
class 15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0	0	0.5
class 16	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0.710526
class 17	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179487	0	0	0	0	0	0	0	0	0	0.025641	0	0.0512821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0.025641	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.820513
class 18	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0.470588
class 19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0	0	0.05	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0.75
class 20	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428571	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571429
class 21	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0.162162	0	0	0.027027	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0.027027	0.027027	0	0	0	0	0	0	0.837838
class 22	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0.0465116	0	0	0	0.0232558	0	0	0	0.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0.0697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0.0465116	0.0232558	0	0	0	0	0	0	0	0.790698
class 23	0	0	0.0285714	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.771429
class 24	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.02	0	0.02	0.08	0	0.04	0.02	0	0	0.02	0.02	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0.92
class 25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210526	0.0263158	0.0263158	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0.789474
class 26	0	0	0	0	0	0	0	0	0	0.0238095	0	0.047619	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0.261905	0	0.0238095	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0.0238095	0	0	0	0	0	0.738095
class 27	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162162	0	0	0.0540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0.837838
class 28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0.025	0	0.05	0	0	0.025	0	0.025	0	0.025	0	0	0	0	0.025	0	0.025	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85
class 29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0.025	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85
class 30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.025	0	0	0	0	0.025	0	0	0	0	0	0	0.05	0	0.025	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0.8
class 31	0.0227273	0	0.0227273	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0.0227273	0	0	0	0	0	0	0.159091	0	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0.0227273	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0.0227273	0	0	0	0	0	0	0	0.0227273	0.0227273	0	0	0.0227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0.840909
class 32	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0.0238095	0	0.0238095	0	0	0	0	0.0238095	0	0	0	0.0238095	0.0238095	0	0	0.119048	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0.880952
class 33	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0.461538	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512821	0	0	0	0	0.538462
class 34	0	0	0	0	0	0.0232558	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0.0232558	0	0	0	0	0.209302	0	0	0	0	0	0	0	0	0.0465116	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0.0232558	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0.790698
class 35	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0.722222
class 36	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0.0769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0.025641	0	0	0	0	0	0.025641	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0.923077
class 37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75
class 38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0.0263158	0	0.0526316	0	0	0	0	0	0	0	0.342105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0.657895
class 39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0.025	0	0.025	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.025	0	0	0.025	0	0	0	0	0	0	0	0	0.65
class 40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0.0285714	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
class 41	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0.025641	0	0	0.0512821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0.25641	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74359
class 42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0.0512821	0	0	0	0	0	0	0	0	0	0	0	0.102564	0	0	0	0	0	0	0	0	0	0	0	0.0512821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0.897436
class 43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0	0	0.666667
class 44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484848
class 45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0.0238095	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0	0	0	0.238095	0	0	0	0	0.0238095	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095	0	0	0	0.0238095	0	0.0238095	0	0	0	0	0	0	0.761905
class 46	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277778	0	0	0	0	0	0	0	0	0	0.0277778	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722222
class 47	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0.216216	0	0	0	0	0	0	0	0	0.0540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783784
class 48	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0.027027	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0	0	0.702703
class 49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529412	0	0.0294118	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0	0	0	0	0	0	0.470588
class 50	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0.025	0	0.05	0	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825
class 51	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0.025641	0	0	0	0	0	0.230769	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641	0	0	0	0	0	0	0	0	0	0	0.769231
class 52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0	0.0232558	0	0	0	0	0	0	0	0.0232558	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0.0232558	0.0232558	0	0	0	0	0	0	0	0	0.0930233	0	0	0	0	0	0	0.0465116	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0.906977
class 53	0	0	0	0	0	0	0	0	0.0606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484848
class 54	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0.0263158	0	0	0	0	0	0	0	0.0263158	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0.184211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263158	0	0	0	0	0.815789
